Date,Open,High,Low,Close
7/26/2019,27174.18,27368.81,27062.48,27192.45
7/19/2019,27364.69,27398.68,27068.79,27154.20
7/12/2019,26835.64,27333.79,26665.57,27332.03
7/5/2019,26805.86,26966.00,26616.21,26922.12
6/28/2019,26727.61,26806.52,26465.32,26599.96
6/21/2019,26108.53,26907.37,26049.80,26719.13
6/14/2019,26090.22,26248.67,25958.66,26089.61
6/7/2019,24830.16,26072.75,24680.57,25983.94
5/31/2019,25616.55,25717.63,24809.51,24815.04
5/24/2019,25655.31,25898.27,25328.09,25585.69
5/17/2019,25568.06,25957.63,25222.51,25764.00
5/10/2019,26160.62,26476.27,25469.86,25942.37
5/3/2019,26559.87,26689.39,26180.36,26504.95
4/26/2019,26510.77,26695.96,26310.28,26543.33
4/18/2019,26407.76,26602.42,26316.42,26559.54
4/12/2019,26312.67,26436.68,26062.59,26412.30
4/5/2019,26075.10,26487.57,26071.69,26424.99
3/29/2019,25490.72,25949.32,25372.26,25928.68
3/22/2019,25801.88,26109.68,25501.45,25502.32
3/15/2019,25208.00,25927.91,25208.00,25848.87
3/8/2019,26122.19,26155.98,25252.46,25450.24
3/1/2019,26126.15,26241.42,25877.24,26026.32
2/22/2019,25849.85,26052.90,25762.21,26031.81
2/15/2019,25142.81,25883.72,25009.10,25883.25
2/8/2019,25062.12,25439.04,24883.04,25106.33
2/1/2019,24596.98,25193.15,24323.94,25063.89
1/25/2019,24607.76,24860.15,24244.31,24737.20
1/18/2019,23880.53,24750.22,23765.24,24706.35
1/11/2019,23474.26,24014.78,23301.59,23995.95
1/4/2019,23058.61,23518.64,22638.41,23433.16
12/31/2018,23153.94,23333.18,23118.30,23327.46
12/28/2018,22317.28,23381.88,21712.53,23062.40
12/21/2018,23986.83,24088.08,22396.34,22445.37
12/14/2018,24360.95,24828.29,23881.37,24100.51
12/7/2018,25779.57,25980.21,24242.22,24388.95
11/30/2018,24364.13,25549.71,24364.13,25538.46
11/23/2018,25392.61,25392.61,24268.74,24285.95
11/16/2018,25959.33,25966.71,24787.79,25413.22
11/9/2018,25261.47,26277.82,25261.47,25989.30
11/2/2018,24818.98,25578.98,24122.23,25270.83
10/26/2018,25492.14,25561.34,24445.19,24688.31
10/19/2018,25332.46,25817.68,25236.01,25444.34
10/12/2018,26399.45,26539.94,24899.77,25339.99
10/5/2018,26598.36,26951.81,26301.81,26447.05
9/28/2018,26705.25,26709.94,26349.34,26458.31
9/21/2018,26151.66,26769.16,26030.35,26743.50
9/14/2018,25991.91,26211.11,25754.32,26154.67
9/7/2018,25916.07,26073.68,25805.95,25916.54
8/31/2018,25882.71,26167.94,25879.77,25964.82
8/24/2018,25727.70,25888.82,25608.02,25790.35
8/17/2018,25327.19,25728.16,24965.77,25669.32
8/10/2018,25437.43,25692.72,25222.88,25313.14
8/3/2018,25439.32,25500.16,25120.07,25462.58
7/27/2018,25036.90,25587.24,24983.33,25451.06
7/20/2018,25025.58,25215.32,24979.64,25058.12
7/13/2018,24519.20,25043.21,24518.43,25019.41
7/6/2018,24161.53,24520.29,24077.56,24456.48
6/29/2018,24463.73,24569.02,23997.21,24271.41
6/22/2018,24944.28,25003.10,24406.63,24580.89
6/15/2018,25336.67,25402.83,24894.38,25090.48
6/8/2018,24727.55,25326.09,24710.82,25316.53
6/1/2018,24606.59,24714.48,24247.84,24635.21
5/25/2018,24883.06,25086.49,24605.90,24753.09
5/18/2018,24879.37,24994.19,24629.39,24715.09
5/11/2018,24317.66,24868.65,24198.34,24831.17
5/4/2018,24410.41,24498.23,23531.31,24262.51
4/27/2018,24488.07,24579.94,23823.08,24311.19
4/20/2018,24483.15,24858.97,24375.04,24462.94
4/13/2018,24037.52,24646.45,23954.83,24360.14
4/6/2018,24076.60,24622.26,23344.52,23932.76
3/29/2018,23825.74,24446.22,23708.73,24103.11
3/23/2018,24893.69,24977.65,23509.06,23533.20
3/16/2018,25372.44,25449.15,24668.83,24946.51
3/9/2018,24471.31,25336.33,24387.15,25335.74
3/2/2018,25403.35,25800.35,24217.76,24538.06
2/23/2018,25124.91,25313.91,24792.99,25309.99
2/16/2018,24337.76,25432.42,24290.48,25219.38
2/9/2018,25337.87,25520.53,23360.29,24190.90
2/2/2018,26584.28,26608.90,25490.66,25520.96
1/26/2018,26025.32,26616.71,25974.65,26616.71
1/19/2018,25987.62,26153.42,25702.99,26071.72
1/12/2018,25308.40,25810.43,25235.41,25803.19
1/5/2018,24809.35,25299.79,24741.70,25295.87
12/29/2017,24715.84,24871.66,24708.42,24719.22
12/22/2017,24739.56,24876.07,24697.11,24754.06
12/15/2017,24338.11,24688.62,24314.74,24651.74
12/8/2017,24424.11,24534.04,24101.24,24329.16
12/1/2017,23552.86,24327.82,23545.02,24231.59
11/24/2017,23370.71,23617.80,23360.58,23557.99
11/17/2017,23367.47,23492.19,23242.75,23358.24
11/10/2017,23533.96,23602.12,23310.02,23422.21
11/3/2017,23405.75,23557.06,23327.87,23539.19
10/27/2017,23348.95,23485.25,23251.11,23434.19
10/20/2017,22892.92,23328.84,22887.12,23328.63
10/13/2017,22779.73,22905.33,22739.38,22871.72
10/6/2017,22423.47,22777.04,22416.00,22773.67
9/29/2017,22320.47,22405.63,22219.11,22405.09
9/22/2017,22297.92,22419.51,22283.35,22349.59
9/15/2017,21927.79,22275.02,21927.79,22268.34
9/8/2017,21912.37,21921.09,21709.63,21797.79
9/1/2017,21832.50,22038.97,21673.58,21987.56
8/25/2017,21671.36,21912.83,21600.34,21813.67
8/18/2017,21945.64,22085.71,21641.63,21674.51
8/11/2017,22100.20,22179.11,21842.74,21858.32
8/4/2017,21863.39,22092.81,21861.71,22092.81
7/28/2017,21577.78,21841.18,21496.13,21830.31
7/21/2017,21633.97,21661.91,21471.14,21580.07
7/14/2017,21381.23,21681.53,21279.30,21637.74
7/7/2017,21392.30,21562.75,21305.38,21414.34
6/30/2017,21434.68,21506.21,21197.08,21349.63
6/23/2017,21444.75,21535.03,21333.89,21394.76
6/16/2017,21259.95,21391.97,21186.15,21384.28
6/9/2017,21195.03,21305.35,21113.31,21271.97
6/2/2017,21045.49,21225.04,20942.57,21206.29
5/26/2017,20867.77,21112.32,20860.16,21080.28
5/19/2017,20923.63,21033.53,20553.45,20804.84
5/12/2017,20991.26,21046.85,20798.90,20896.61
5/5/2017,20962.73,21006.94,20847.95,21006.94
4/28/2017,20723.59,21070.90,20723.59,20940.51
4/21/2017,20484.75,20644.41,20379.55,20547.76
4/13/2017,20668.22,20750.33,20453.25,20453.25
4/7/2017,20665.17,20887.50,20517.82,20656.10
3/31/2017,20488.35,20753.78,20412.80,20663.22
3/24/2017,20916.27,20970.04,20529.67,20596.72
3/17/2017,20899.28,21000.11,20786.31,20914.62
3/10/2017,20955.71,20986.43,20777.16,20902.98
3/3/2017,20808.71,21169.11,20774.76,21005.71
2/24/2017,20663.43,20840.70,20663.37,20821.76
2/17/2017,20338.54,20639.87,20322.95,20624.05
2/10/2017,20025.61,20298.21,20002.81,20269.37
2/3/2017,20028.62,20081.48,19784.77,20071.46
1/27/2017,19794.79,20125.58,19732.36,20093.78
1/20/2017,19848.82,19882.99,19677.94,19827.25
1/13/2017,19931.41,19973.42,19770.47,19885.73
1/6/2017,19872.86,19999.63,19775.93,19963.80
