Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,119.269997,125.919998,118.889999,124.570000,118.745552,366254600
2017-02-01,125.449997,130.699997,124.860001,130.020004,123.940727,307437600
2017-03-01,130.850006,132.740005,129.399994,132.380005,126.190338,442963500
2017-04-01,132.490005,136.339996,130.380005,135.990005,129.901215,388248100
2017-05-01,136.440002,141.839996,135.869995,141.289993,134.963882,532489700
2017-06-01,141.580002,143.899994,136.250000,137.639999,131.477325,1046003200
2017-07-01,138.270004,145.960007,135.800003,143.229996,137.189774,705002300
2017-08-01,143.720001,146.210007,140.179993,146.199997,140.034500,810771900
2017-09-01,146.389999,146.589996,142.100006,145.449997,139.316147,631562000
2017-10-01,145.669998,152.369995,144.929993,152.149994,146.052551,549094600
2017-11-01,152.759995,156.690002,150.770004,155.149994,148.932343,584198400
2017-12-01,154.199997,158.770004,152.059998,155.759995,149.517899,622383900
2018-01-01,156.559998,170.949997,156.169998,169.399994,162.951370,698394900
2018-02-01,168.100006,170.729996,150.130005,167.210007,160.844727,1179841200
2018-03-01,167.300003,175.210007,156.039993,160.130005,154.034241,1085306700
2018-04-01,158.990005,167.000000,153.880005,160.940002,155.064560,987380500
2018-05-01,160.520004,171.199997,159.220001,170.070007,163.861237,687987000
2018-06-01,170.919998,177.979996,169.169998,171.649994,165.383545,784338500
2018-07-01,170.039993,182.929993,169.669998,176.449997,170.372177,708010500
2018-08-01,176.860001,187.520004,175.789993,186.649994,180.220840,667523000
2018-09-01,186.080002,186.490005,180.440002,185.789993,179.390503,645534400
2018-10-01,186.869995,187.529999,160.089996,169.820007,164.265671,1817070600
2018-11-01,170.070007,175.580002,157.130005,169.369995,163.830353,1152121500
2018-12-01,173.110001,173.309998,143.460007,154.259995,149.214569,1395544900
2019-01-01,150.990005,168.990005,149.490005,168.160004,163.125351,933706500
2019-02-01,167.330002,174.660004,166.570007,173.190002,168.004715,535964100
2019-03-01,174.440002,182.830002,169.339996,179.660004,174.281006,781972700
2019-04-01,181.509995,191.320007,180.770004,189.539993,184.199799,550157700
2019-05-01,190.779999,191.320007,173.869995,173.949997,169.049072,901554000
2019-06-01,173.479996,189.770004,169.270004,186.740005,181.478745,688730400
2019-07-01,190.320007,195.550003,188.380005,191.100006,186.126495,494025500
2019-08-01,191.429993,194.979996,179.199997,187.470001,182.590958,814286500
2019-09-01,186.220001,194.710007,185.029999,188.809998,183.896072,550650200
2019-10-01,189.500000,197.830002,181.820007,197.080002,192.337952,576983400
2019-11-01,197.929993,206.050003,197.630005,205.100006,200.164978,351429700
2019-12-01,205.110001,214.559998,199.229996,212.610001,207.494278,429951100
2020-01-01,214.399994,225.880005,212.240005,219.070007,214.262344,585493000
2020-02-01,220.139999,237.470001,198.169998,205.800003,201.283569,952392300
2020-03-01,208.880005,219.610001,164.929993,190.399994,186.221527,2191775700
2020-04-01,184.770004,220.039993,180.860001,218.910004,214.562119,1092071200
2020-05-01,214.500000,233.600006,211.119995,233.360001,228.725143,846592000
2020-06-01,232.460007,251.149994,231.470001,247.600006,242.682327,928360400
2020-07-01,247.639999,269.790009,247.080002,265.790009,260.964081,924935100
2020-08-01,268.000000,296.750000,264.630005,294.880005,289.525909,701414600
2020-09-01,297.619995,303.500000,260.109985,277.839996,272.795288,1325374300
2020-10-01,281.790009,297.459991,267.070007,269.380005,264.488892,936826500
2020-11-01,271.850006,300.170013,266.970001,299.619995,294.179840,751645800
2020-12-01,301.970001,314.690002,298.089996,313.739990,308.043427,569870600
