Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,119.269997,122.250000,118.889999,121.930000,116.228981,86775300
2017-01-09,122.029999,123.370003,121.599998,123.160004,117.401451,92325100
2017-01-16,122.839996,123.830002,122.430000,123.250000,117.487251,61839900
2017-01-23,123.169998,125.919998,122.570000,125.800003,119.918015,81216500
2017-01-30,125.379997,125.809998,123.849998,125.680000,119.803635,99018300
2017-02-06,125.470001,127.559998,125.349998,127.379997,121.424149,73198700
2017-02-13,127.769997,129.820007,127.720001,129.809998,123.740524,84007100
2017-02-20,130.059998,130.699997,129.380005,130.259995,124.169502,66704000
2017-02-27,130.020004,131.679993,129.660004,131.020004,124.893959,88095200
2017-03-06,130.589996,131.600006,130.139999,131.389999,125.246613,86081000
2017-03-13,131.339996,132.410004,130.759995,131.690002,125.532639,87152200
2017-03-20,131.649994,132.429993,129.679993,130.630005,124.781181,118404300
2017-03-27,129.699997,132.740005,129.399994,132.380005,126.452827,91838100
2017-04-03,132.490005,133.479996,131.500000,131.970001,126.061180,104686800
2017-04-10,132.100006,132.570007,130.380005,130.399994,124.561455,89035900
2017-04-17,130.770004,132.880005,130.720001,132.559998,126.624771,88364200
2017-04-24,134.029999,136.339996,133.800003,135.990005,129.901199,106161200
2017-05-01,136.440002,137.539993,136.380005,137.539993,131.381821,100949000
2017-05-08,137.610001,138.630005,137.330002,138.600006,132.394394,109176100
2017-05-15,138.660004,139.639999,135.869995,137.839996,131.668365,175959500
2017-05-22,138.149994,141.330002,138.100006,141.220001,134.897049,92869300
2017-05-29,141.149994,143.490005,140.570007,143.460007,137.036743,110879400
2017-06-05,143.449997,143.899994,138.110001,139.979996,133.712555,192164000
2017-06-12,138.800003,140.929993,137.470001,138.149994,131.964478,318973400
2017-06-19,139.490005,141.419998,139.279999,141.240005,135.283676,162058400
2017-06-26,142.050003,142.289993,136.250000,137.639999,131.835495,315463800
2017-07-03,138.270004,138.429993,135.800003,137.759995,131.950455,160314500
2017-07-10,137.850006,142.300003,137.500000,142.119995,136.126617,158035400
2017-07-17,142.270004,144.440002,141.639999,144.110001,138.032669,160680500
2017-07-24,144.089996,145.960007,142.300003,143.839996,137.774094,192123300
2017-07-31,144.250000,144.520004,142.610001,143.649994,137.592041,152353400
2017-08-07,143.910004,145.470001,140.889999,142.100006,136.107391,194108000
2017-08-14,143.229996,144.960007,140.649994,141.229996,135.274094,222526100
2017-08-21,141.220001,143.350006,140.179993,141.970001,135.982925,163649200
2017-08-28,142.399994,146.589996,141.059998,146.000000,139.842972,134277400
2017-09-04,145.570007,145.880005,143.600006,144.210007,138.128448,126128200
2017-09-11,145.339996,146.589996,145.289993,146.059998,139.900406,167552700
2017-09-18,145.910004,146.369995,143.850006,144.320007,138.233795,130509800
2017-09-25,143.750000,145.559998,142.100006,145.449997,139.621094,185077700
2017-10-02,145.669998,147.660004,144.929993,147.660004,141.742538,128571100
