Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,346.440002,347.279999,344.649994,347.019989,347.019989,0
2018-01-03,347.940002,355.480011,347.940002,355.399994,355.399994,0
2018-01-04,356.309998,356.750000,352.459991,353.540009,353.540009,0
2018-01-05,355.040009,356.450012,353.609985,356.260010,356.260010,0
2018-01-08,356.720001,358.779999,356.220001,357.980011,357.980011,0
2018-01-09,358.519989,359.940002,357.619995,357.890015,357.890015,0
2018-01-10,356.529999,356.820007,352.940002,353.630005,353.630005,0
2018-01-11,355.760010,360.279999,355.750000,360.260010,360.260010,0
2018-01-12,360.739990,361.079987,358.859985,359.609985,359.609985,0
2018-01-16,360.920013,361.239990,354.489990,355.130005,355.130005,0
2018-01-17,356.970001,362.100006,356.609985,361.450012,361.450012,0
2018-01-18,362.989990,363.029999,360.269989,360.600006,360.600006,0
2018-01-19,360.970001,363.880005,360.769989,363.760010,363.760010,0
2018-01-22,364.559998,365.049988,361.970001,365.049988,365.049988,0
2018-01-23,364.899994,366.019989,363.200012,365.690002,365.690002,0
2018-01-24,366.660004,369.149994,363.130005,365.149994,365.149994,0
2018-01-25,365.899994,365.899994,359.350006,362.010010,362.010010,0
2018-01-26,363.239990,363.559998,360.390015,361.959991,361.959991,0
2018-01-29,360.869995,360.910004,352.500000,352.959991,352.959991,0
2018-01-30,349.820007,352.399994,347.869995,351.339996,351.339996,0
2018-01-31,354.359985,356.279999,347.410004,348.920013,348.920013,0
2018-02-01,346.059998,350.109985,345.709991,346.630005,346.630005,0
2018-02-02,344.559998,344.579987,334.929993,336.350006,336.350006,0
2018-02-05,333.149994,336.779999,323.739990,324.600006,324.600006,0
2018-02-06,319.829987,332.049988,317.549988,330.899994,330.899994,0
2018-02-07,329.859985,337.790009,329.640015,330.989990,330.989990,0
2018-02-08,330.730011,331.019989,318.670013,318.670013,318.670013,0
2018-02-09,321.559998,323.679993,313.559998,320.989990,320.989990,0
2018-02-12,323.480011,328.339996,322.519989,326.899994,326.899994,0
2018-02-13,325.929993,328.769989,325.600006,327.839996,327.839996,0
2018-02-14,326.279999,333.119995,325.649994,332.519989,332.519989,0
2018-02-15,335.059998,335.420013,331.079987,334.299988,334.299988,0
2018-02-16,334.279999,337.220001,333.070007,334.339996,334.339996,0
2018-02-20,333.649994,334.480011,328.950012,330.339996,330.339996,0
2018-02-21,331.179993,334.869995,327.899994,328.000000,328.000000,0
