Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,240.059998,257.609985,236.410004,249.410004,249.410004,0
2017-02-01,249.759995,261.450012,247.630005,260.070007,260.070007,0
2017-03-01,261.260010,269.989990,258.630005,266.769989,266.769989,0
2017-04-01,267.339996,272.950012,262.500000,268.380005,268.380005,0
2017-05-01,268.920013,276.450012,266.029999,271.510010,271.510010,0
2017-06-01,272.149994,286.320007,271.119995,283.010010,283.010010,0
2017-07-01,284.029999,287.329987,279.489990,283.459991,283.459991,0
2017-08-01,283.880005,286.799988,274.170013,283.109985,283.109985,0
2017-09-01,283.730011,296.739990,277.950012,295.929993,295.929993,0
2017-10-01,296.450012,319.980011,295.500000,319.290009,319.290009,0
2017-11-01,320.549988,346.170013,315.019989,344.510010,344.510010,0
2017-12-01,344.450012,348.230011,335.559998,345.000000,345.000000,0
2018-01-01,346.440002,369.149994,344.649994,348.920013,348.920013,0
2018-02-01,346.059998,350.109985,313.559998,318.679993,318.679993,0
2018-03-01,318.489990,331.290009,311.369995,319.179993,319.179993,0
2018-04-01,318.519989,329.820007,301.399994,302.450012,302.450012,0
2018-05-01,302.420013,315.730011,300.049988,306.880005,306.880005,0
2018-06-01,307.980011,321.049988,294.059998,302.529999,302.529999,0
2018-07-01,300.640015,315.589996,295.339996,302.750000,302.750000,0
2018-08-01,302.769989,310.359985,295.040009,302.109985,302.109985,0
2018-09-01,301.540009,306.670013,287.730011,288.070007,288.070007,0
2018-10-01,289.369995,289.660004,240.190002,256.470001,256.470001,0
2018-11-01,257.630005,268.619995,250.130005,266.100006,266.100006,0
2018-12-01,268.230011,269.850006,227.690002,242.970001,242.970001,0
2019-01-01,240.610001,277.450012,237.949997,276.399994,276.399994,0
2019-02-01,276.399994,292.209991,272.700012,281.600006,281.600006,0
2019-03-01,283.339996,298.179993,278.390015,294.410004,294.410004,0
2019-04-01,295.570007,314.290009,294.950012,312.609985,312.609985,0
2019-05-01,313.329987,316.549988,294.529999,295.920013,295.920013,0
2019-06-01,296.190002,319.600006,296.190002,316.940002,316.940002,0
2019-07-01,319.480011,324.079987,311.350006,316.649994,316.649994,0
2019-08-01,316.940002,327.079987,306.450012,325.399994,325.399994,0
2019-09-01,323.890015,344.339996,321.869995,342.980011,342.980011,0
2019-10-01,343.470001,360.679993,332.309998,352.369995,352.369995,0
2019-11-01,354.269989,361.179993,345.910004,357.769989,357.769989,0
2019-12-01,357.679993,360.750000,345.279999,349.420013,349.420013,0
2020-01-01,350.820007,378.470001,345.290009,365.959991,365.959991,0
2020-02-01,367.290009,378.510010,319.529999,326.200012,326.200012,0
2020-03-01,328.299988,358.529999,175.410004,220.789993,220.789993,0
2020-04-01,208.970001,279.239990,195.289993,268.019989,268.019989,0
2020-05-01,256.950012,317.679993,234.669998,299.790009,299.790009,0
2020-06-01,300.440002,335.700012,290.170013,311.940002,311.940002,0
2020-07-01,312.369995,368.130005,303.790009,359.200012,359.200012,0
2020-08-01,360.989990,389.160004,359.489990,373.940002,373.940002,0
2020-09-01,372.760010,390.720001,359.269989,386.630005,386.630005,0
2020-10-01,390.540009,415.200012,356.480011,360.109985,360.109985,0
2020-11-01,366.170013,397.850006,361.220001,385.959991,385.959991,0
2020-12-01,389.809998,405.059998,374.040009,390.910004,390.910004,0
