Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,963.658020,1191.099976,823.556030,908.585022,908.585022,2041699008
2017-01-08,908.174988,942.723999,755.755981,818.411987,818.411987,1211686288
2017-01-15,818.142029,927.367004,812.870972,921.789001,921.789001,838052200
2017-01-22,922.205017,937.525024,891.687012,921.590027,921.590027,748873200
2017-01-29,922.067017,1045.900024,919.148010,1042.900024,1042.900024,955933988
2017-02-05,1043.520020,1088.989990,946.690979,1004.450012,1004.450012,1273765016
2017-02-12,1003.520020,1061.099976,976.002014,1054.420044,1054.420044,753666904
2017-02-19,1054.760010,1200.390015,1041.689941,1143.839966,1143.839966,1170044288
2017-02-26,1144.270020,1280.310059,1130.199951,1255.150024,1255.150024,1529353008
2017-03-05,1254.290039,1276.000000,1077.250000,1175.829956,1175.829956,1971041976
2017-03-12,1176.619995,1257.979980,957.655029,973.817993,973.817993,3117032976
2017-03-19,976.729980,1122.430054,903.713013,972.778992,972.778992,2586791008
2017-03-26,974.015015,1091.719971,954.185974,1080.500000,1080.500000,2390882976
2017-04-02,1080.609985,1188.369995,1075.449951,1175.949951,1175.949951,2983281088
2017-04-09,1176.569946,1208.069946,1156.439941,1172.520020,1172.520020,1773465040
2017-04-16,1172.609985,1240.790039,1172.609985,1231.709961,1231.709961,1831617008
2017-04-23,1231.920044,1331.280029,1203.939941,1321.790039,1321.790039,2466335984
2017-04-30,1321.869995,1618.030029,1314.920044,1578.800049,1578.800049,4649987904
2017-05-07,1579.469971,1873.930054,1559.760010,1804.910034,1804.910034,6624101952
2017-05-14,1800.859985,2084.729980,1661.910034,2084.729980,2084.729980,6205447008
2017-05-21,2067.030029,2763.709961,1855.829956,2038.869995,2038.869995,12064870016
2017-05-28,2054.080078,2581.909912,2054.080078,2515.350098,2515.350098,9615725056
2017-06-04,2547.790039,2999.909912,2452.540039,2947.709961,2947.709961,10980759936
2017-06-11,2942.409912,2997.260010,2212.959961,2655.879883,2655.879883,12555650048
2017-06-18,2655.350098,2772.010010,2516.330078,2608.719971,2608.719971,9148278912
2017-06-25,2607.250000,2682.260010,2332.989990,2434.550049,2434.550049,8088205952
2017-07-02,2436.399902,2916.139893,2394.840088,2571.340088,2571.340088,6107640000
2017-07-09,2572.610107,2635.489990,1990.410034,1998.859985,1998.859985,6798107008
2017-07-16,1991.979980,2900.699951,1843.030029,2810.120117,2810.120117,10058020096
2017-07-23,2808.100098,2897.449951,2450.800049,2726.449951,2726.449951,7309757952
2017-07-30,2724.389893,3290.010010,2644.850098,3252.909912,3252.909912,7738754880
2017-08-06,3257.610107,3949.919922,3155.600098,3884.709961,3884.709961,11564919936
2017-08-13,3880.040039,4484.700195,3857.800049,4193.700195,4193.700195,19623159808
